request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"acb665de-63b0-423a-9a60-54fc6833eca2",GET,/,"debug=true&locale=en",,302,,,,19938221567700,19938364159900,19938374234300
"0f56d7bf-0acf-497e-b3c6-d2cb9639b7ae",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=602,,19938420861600,19938443560900,19949798786700
"924df937-b1ff-4b2a-b839-e070e6a6d032",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,19950161877300,19950187443000,19950190210900
"8311c166-266a-4478-9186-f63ce9e68dee",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,19950217322800,19950223661600,19950226395700
"5f21a06e-28dd-43a5-aaee-88711cd227d9",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,19950248005100,19950254733400,19950260160200
"6733ec7d-00ea-476b-b065-cb60ed8b970c",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,19950280485700,19950287501200,19950290877700
"b6f2ef2b-3cfc-46f9-800b-3c69b60aa270",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,19950319628000,19950325954600,19950329378600
"b4b2e56b-c2ca-435b-a402-493a5f90396d",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,19950347256900,19950354038900,19950356824800
"200395a0-02e9-4c0c-8c5f-207fcf384bc3",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,19950373427100,19950378677600,19950380858300
"65ad122f-c39e-46f2-8c39-64ab072f1932",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,19950397084000,19950404862600,19950407475000
"d58b7c14-be9c-4fb7-8c28-88c46659cb29",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,19950424957900,19950431553900,19950434337400
"fe4b864f-6c59-44ba-8b06-6980db45ef06",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,19950451573700,19950457124200,19950459163000
"463a9363-ad89-4507-b240-3d9f106f9e96",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,19950474295800,19950479761900,19950481625000
"0678d6fa-6308-4c17-8eb3-9b5a30e51aa5",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,19950503142700,19950508171100,19950510617500
"d0ab5bad-2ab4-4075-9410-caf51aaad142",GET,/images/banner.png,,,200,image/png,,,19950525051700,19950539528400,19950545441900
"f303071b-c64a-4a67-84ed-f523beeb75e0",GET,/images/logo.png,,,200,image/png,,,19950794487400,19950802127700,19950804183700
"4a0198f5-538a-4b00-89e3-07f866baf6ee",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-solid-900.woff2",,,200,application/font-woff2,,,19950819593100,19950824493100,19950826494200
"0601b0b7-9453-48a1-9493-394882d0a043",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-brands-400.woff2",,,200,application/font-woff2,,,19950844254900,19950849150900,19950850853200
"2ce87ba5-177a-42f9-94bb-334f5aabd55f",GET,/images/favicon.ico,,,200,image/x-icon,,,19950868017900,19950906141900,19950908312200
"5204ffe5-b531-4e39-9051-68ce2bb7966d",GET,"/anonymous/system/sign-in",,,200,text/html;charset=utf-8,"password=&remember=false&service=605&username=",,19950925471300,19950948003100,19955934257300
"84cee907-6882-4002-98fb-dd31680c457e",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,19955990212900,19955994938600,19955996789300
"d2f10648-8c45-4eb8-bbfe-0a6f7bd01562",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,19956010847000,19956016934700,19956019398600
"90352ec1-f986-46fa-8fa7-c6642d3b2f6c",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,19956034492500,19956040774600,19956042827000
"ead8c463-fe21-4bea-a2bd-d078f0bfa6bc",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,19956056670800,19956062480900,19956064366200
"675c96af-bf70-49ac-9103-289a535ced70",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,19956078169000,19956083655900,19956085834700
"0fc5f8c5-b67b-4be7-aa85-4a2690f1a713",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,19956100325900,19956105769600,19956107899400
"e34693d3-317c-4b3f-ac24-515642226d1b",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,19956122959200,19956129166300,19956131011000
"28dea374-f1f2-4728-a4ad-25023adb99ac",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,19956144803000,19956150572000,19956152914900
"36cb1a7f-5fa1-4d82-90d1-fbbaf428f391",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,19956166425100,19956171541000,19956173449800
"c25a6119-0d72-4ba2-b6ec-b1e0f5be5203",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,19956195573900,19956204385800,19956206294000
"4e200897-7f64-46f3-bda3-7dc6d4488ce6",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,19956223795200,19956228948400,19956230903800
"4f70dc98-676e-405e-b839-f38083ed64a3",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,19956248177800,19956253697100,19956256075300
"7dbfcd1c-700a-434e-9a19-306ab9780d18",GET,/images/banner.png,,,200,image/png,,,19956279831200,19956288754600,19956291181500
"dca8f326-8549-4049-b773-db8554e8fadc",GET,/images/logo.png,,,200,image/png,,,19956380905100,19956388853200,19956390479200
"54cde0ec-35c7-4a47-9a81-bf1e6950156e",POST,"/anonymous/system/sign-in",,"id=&password=customer1&remember=false&username=customer1&version=",302,,,,19956413315000,19956445770300,19956447500700
"13d87c7a-7506-4142-ac3b-b4dbda8b11b7",GET,/,,,302,,,,19956459797400,19956466379800,19956468041900
"7a80d965-e8b3-48bb-bd2e-fbd7116a8403",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=600,,19956477119300,19956483922400,19957443481700
"04a2e1e2-19ef-472f-beac-17abbcffd1fa",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,19957479173000,19957485097400,19957486967900
"196871db-e57c-4e8e-a2ba-9078a38e6d83",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,19957496357800,19957501159600,19957503026000
